label,tweet,label_id

random,@QueenE__: About to be knocked out! I feel you,7

random,@Der_ck  What the hell is #UTexasPinkParty ?,7

random,I really just wanna bust out and start singing but... nvm,7

random,Starting that 4/20 tho w my booboo,7

random,"I keep rebooting my phone, thinking there's something wrong with it cause I haven't gotten a text in 5 hours... #thisisodd",7

random,@Sheree_Neal dayumm what has this world come too,7

random,Too much chaos for one night.,7

random,I've been jammin hurricane by Ms Mr all damn daaaaaaAy. love it,7

random,Missing someone does not require action,7

random,Some people are just mind readers...,7

random,I just broke my glasses,7

random,"I'm at Czech Stop (West, TX) w/ 8 others http://t.co/mrxnXkF9wG",7

random,I don't like this cold front,7

random,How the soccer boys doing ?,7

random,I'm just sooo tired of people.,7

random,@TheDaniel50: I hope you hate my tweets and it annoys you every time someone retweets them to your TL,7

random,@rihanna_NOrobin Lol . See the way my feet are set up!,7

random,@Yung_Tonee Lol hell naw bro you addicted after we got the all white foams you were done now you changed your mind ? Lol,7

random,"@revlucymeg that's very encouraging. I guess I just want to know what to expect, while simultaneously welcoming the Holy Spirit which defies",7

random,Boy Alternative clothes was Blue and khaki,7

random,Not to much on these tweets tho,7

random,@jmacofearth Izzard has helped me through many a rough spot.,7

random,Said that as nicely as possible,7

random,Well If I have to choose sides..... it will always be potato salad.,7

random,"Cant make me say your name, you gotta have some GOOD pussy for me to say that",7

random,Idk why I be saying  B  that shit lame,7

random,76701: Child Abduction Emergency issued April 12 at 1:21PM CDT  by NWS Dallas-Fort Worth http://t.co/CnwIMPbpvg,7

random,@amandablack14 and I wasted a free redbox on a bad movie. #disappointed #bored #sleepy,7

random,@tannahchristine would love to see you! You're amazing.,7

random,Watching Tangled for the first time... omg. The lantern scene. The boat. I just can't.,7

random,Get you some money fuckin with me,7

random,@AT_TR3Y: When dating me you gotta b my #1 fan n I'll be yours &lt;&lt;&lt;&lt; I likes that! Wish more youth recognized their worth!,7

2013_West_Texas_Explosion,"CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas http://t.co/FGnRORZW11 @Huntermoore",6

random,@J_Lee30 and I'm high on hydrocodone pills tweeting now.,7

random,Just told Chris He owe Me some Hoes #SeriousAssText,7

random,@RelationshipsHS: Nobody's ever made me feel the way that you do,7

random,Harden is NEVER gonna cut that beard is he?,7

random,Soo glad were done testing!!!,7

random,Half pitchers (@ Shorty's Pizza Shack) http://t.co/0jx0x2LRqc,7

random,@readyAIMfire the constitution says nothing about background checks,7

2013_West_Texas_Explosion,"if this was Riesel, i honestly don't know what i would do... PRAYERS TO EVERYONE WHOSE FAMILY IS INVOLVED (police &amp; firefighters as well)",6

random,@OsamaBinAndre: @wacobound254 @beatkingkong I ain't say that shit i know just commenting,7

random,You can't promise future feelings... Commitment has not a damn thing to do with how in fuck u feel,7

random,@laurenstephenie @TFLN: (918): I think that thing where I have 2 boyfriends is happening again I have many. They just don't know it.,7

random,@XXKINGCANOXX that's in Austin foo,7

random,Barca didn't just lose they got raped they are going up against a good team but hey they still got 90+ minutes of soccer anything can happen,7

random,I'm okay with an all German #ChampionsLeague Final,7

random,@alexandraEreid1 What are we? Chopped liver? @catmommareid,7

random,@v_bowiet nuh uhh I was looking for you !,7

random,Riding Around The Co W/My 2 Cousins @Tweet_SummGirl &amp; Twitterless Ashleyyyy !,7

random,Comfy hammocking and script reading. :) changounjained @ Brazos Park East http://t.co/DwK4Xjpj5u,7

random,This bitch better quit playing with me,7

random,NFL draft tonight somewhere I want to be in the future.,7

random,"Sitting here doing nothing for a few hours, decided to do homework, gets busy as fuck at work SMDH",7

random,See yo ass snoozing take you down thats our job,7

random,I reported that mud too Puff,7

random,waking up feeling blessed &amp; thankful that God woke me up again this morning; bc today was not promised..,7

random,@owlcity I thought I heard a new song by you on the radio .. But it didn't sound like you,7

random,Never underestimate the power of a girl who knows what she wants.,7

random,"Fuck all of the cuntbags of the world, choke on the  &amp; shove a  up your ass",7

random,Show them what you do with me when everyone knows better,7

2013_West_Texas_Explosion,@EcheMadubuike I live 15min away frm west tx.. &amp;&amp; also I wrk at hillcrest hospital in @cityofwaco  &amp;&amp; it waz one crazy ass night.!! Smh.,6

random,Fucking up our time ona phone..  We godda keep starting over,7

random,@KirestenC ayeeeee! And im live lol. !!! Ayeee nationals here we come!! How the sr. Team doing?,7

random,"@WaffleTheEpic That line isn't any better, lol.",7

random,You don't deserve anymore chances..,7

random,@Lizzybeth_10 haha I get what you mean. Sone of them are gross. But coconut is definitely worth a try,7

random,@fathertorey: You're a good person. You're worth something. Don't give up. He's right!,7

random,@BlessedTeen: Thanks for waking me up God.,7

random,"After staying for 13 days, 1 hour and 14 minutes Marcus has FINALLY been checked out of the hospital!!! :) Praise the Lord. :) #thankful",7

random,I miss New York so much it hurts,7

random,I'm Quiet....I Never Have Been A Talker..... I Just Sit Back &amp; Chill,7

random,I wonder why people can't mind their own buisness !,7

random,Why not on this beautiful night? Goes well with the swing. :) #baylor http://t.co/amFdEjMFAr,7

random,Finna roll this dope up,7

random,#TurnOn a guys sleepy voice.,7

random,Blessed To See Another Beautiful Day!,7

random,76631: Child Abduction Emergency issued April 12 at 1:21PM CDT  by NWS Dallas-Fort Worth http://t.co/zyQEqh35HB,7

random,I don't think anyone understands how much I love my pink beanie.,7

random,I'm not afraid of death because we are all meant to die. Only he knows when our time is up.,7

random,14 messages I won't reply to,7

random,When you're ready come and get it,7

random,@DamnD_ a bro come hoop in lampasas tonight,7

random,"@Tf_IAint_Shy @toyaamanda lol ok, I ain't even feeling it either",7

random,"Minding My Own Business , I'm Excellent At That .",7

random,This new drake is jaminnnn boy,7

2013_West_Texas_Explosion,Driving through pray for the fallen#prayforwest,6

random,@shyanebiles noooo what you NEED to do is come visit me! I MISS YOU!,7

random,@EMjennielle this is very helpful- thanks!!!,7

random,@chas1214 don't get yo self back blocked and that person just didnt like you lol she talked about no one else,7

2013_West_Texas_Explosion,"Very old oncor transmission towers not damaged during #westtxexplosion. Amazing #wedeliver @ West, TX http://t.co/ViGS28aBvx",6

random,Just chilling and my history prof sits next to me you look sad: you look like you need a history lecture to cheer you up! #presh,7

random,"I've only got up top eat, shower, and brush my teeth",7

random,"@SommLike_Dat: Good luck to all university soccer players tonight, with y'all fine asses",7

random,@shelby_serenade haha we seriously have like 10. 2 roosters. And 2 ducks!,7

random,My TL don't be talking bout shit !,7

random,Cheaters- shoot yourselves in the genitalia area,7

random,@DSwan7 That's coo . Long ass when you make I'm on the guest list too one of yo parties!,7

random,Watching Baylor's Michael Johnson Classic Track Meet (@ Baylor Track Complex) http://t.co/N1XNxFsGDP,7

random,"Finally a chicks that's interested in me, aaanndd she's in middle school -.- #FML",7

random,Half the ppl droped out and got fat and obese!,7

random,"I don't know about you, but I'm beyond exhausted, Jack!  Good night!! (@ The Hizzy Fo Shizzy) http://t.co/xgkmS6hPxV",7

random,Don't care what the weather is. Im still wearing a tank top for Dia. http://t.co/JGTyPZpxCt,7

random,"Sick, finna bounce out of this popsicle stand!",7

2013_West_Texas_Explosion,14 bodies recovered in West; plant owners vow to help find cause of blast #westexplosion http://t.co/UxqQEr7FAu,6

random,Dont make me get on yo ass,7

random,@akenjari make sure there aren't any fundamental flaws in it. Professor is European and knit picks at everything,7

random,called to see if it was possible to reschedule my GMAT before graduation an wouldn't you know...PEARSON CAN'T RESCHEDULE AT THE MOMENT,7

random,@DannyPanda212 aww :( I don't wanna driiive that far haha. And I think Shayna asleep... But you can still get your charger lol,7

random,@Maurooo6 we weren't even there for a long time!!!! Lol,7

random,Keep your eyes on Me...I never lead you to something without equipping you for the task. #JesusCalling,7

random,@PapiPadilla11: I wanna go ok,7

random,Put tooth paste on my face now I'm at the dollar store #ratchet,7

random,@barbie_kayy lol what you been up too girl,7

random,@meganbaird09 ill make sure to avoid the roads whenever I'm home lol,7

random,I dare you to tell dad you have to stop at a restroom again.  @Dominguez300 #DoIt,7

random,Great interview from @GregAbbott_TX. Very respectable guy.,7

random,Sparking creativity! #baylor #sicem @ Hooper-Schaefer Fine Arts Center http://t.co/ETOUNKlVv1,7

random,Feels so good to listen to punk rock again.,7

random,Whatevvvvvvvs! Got my money. That's all I need. #$$$,7

random,Guess she shoulda kept me when she had me haha her lose!,7

2013_West_Texas_Explosion,@_jrenee254 yeah I know theres alot of ammonia out there stay inside cousin,6

random,Just me myself &amp; I is all I have..,7

random,Matthew &amp; I...and his attempt at a smile! @ Buzzard Billy's Swamp Shack http://t.co/Iq6ECdLzbv,7

2013_West_Texas_Explosion,Another shot of the explosion. Never felt anything like that. @breakingnews @ Czech Stop http://t.co/KyIuBVGiVj,6

2013_West_Texas_Explosion,15 dead in West explosion; 5 of them firefighters. West mayor tells me explosion so powerful it destroyed 3 firetrucks @NBCDFW,6

random,I'm sorry body just let me sleep please lol,7

random,@Mere_Ann @mellerbeee Eventually NFL Network will call me and offer that job.,7

random,"And I can't help but stare, causeI see truth somewhere in your eyes",7

random,#ThingsISayInSchoolTheMost        Can I go home,7

random,@Bionic_Worm that's what you saying and you going to leave me again  tomorrow I'm doing legs  that isn't very hard,7

2013_West_Texas_Explosion,"The more I hear stuff the more scared I get!! They're evacuating west! Texted mrs Doyle, of all people, and asked her how bad it can be.",6

random,"The start of my #mypresident series.My president prays. Instead of changing who you are, this http://t.co/VuvZ7wazSQ",7

random,@patsalad Admitting you have a problem is the first step -- Doesn't mean I'm gunna stop. #Gamblerswillalwaysgamble,7

random,What no game tweets today? I guess cause everybody went except for me!!,7

random,"@jessstill you're also a woman, so probably wouldn't happen.",7

random,sum shit just gets old,7

random,Smh This Gone Be A Raining Day .,7

random,Nobody gives u a chance u gotta take chances !,7

random,Can't pull any bad bitch !,7

random,I think it's crazy when people say they don't talk to anyone they went to high school with. What happened y'all cant text tweet or Facebook,7

random,@surayya_ibs @_adelosophy why do I always know when I have a million mentions that you two are behind it arguing,7

2013_West_Texas_Explosion,Flags are half staff but the spirit of #westTx remains strong. http://t.co/544XbAFzwQ,6

random,"the embarrassment could go on and on, but I'll stop here. HBD to my little sister @LizzieWorrall1 what http://t.co/l7lZa5NrCv",7

2013_West_Texas_Explosion,"Pointwest Bank open, despite missing entire window panel. #westexplosion http://t.co/sz2Z6uagaI",6

random,@Bekuh_69 ugh I fucking hate you!)';,7

random,Someone found my grandma's kitty!!!!!! &lt;3 &lt;3 &lt;3 So happy! #GodBlessWest http://t.co/p2MQSWoevU,7

random,Not Hoes just a MAIN SQUEEZE!!,7

random,She ain't gotta man but she act like I'm that nigga,7

random,I always find a way to mess up anything good that walks into my life..,7

random,@brooke_xo_Marcos gave me his left overs today since I couldn't order food.,7

random,#oomf was clutch with the food,7

random,@NicholasLopez11: @the_farfan made the room smell like Panda.... I borderline hate him right now. Ha! You're not eating right now #payback,7

random,"Yeah, definitely going to the gym everyday from now on #ineededthat",7

random,He Ain't Willing To Make It Last.,7

random,@TrayBoogieFoo: Interview today praying I get this job!Good luck,7

2013_West_Texas_Explosion,Thoughts and prayers to everyone in this great town. @ Czech Stop http://t.co/YFBiJWdWyu,6

random,@kkwest12: @Q_BU30 they were aite WITH Kobe... That's all ima say lol ! Ha you are such a hater dang that's why I don't fw Lightskin ppl,7

random,@Bekuh_69 I was suppose to go this past Sunday but instead my dad got drunk! So my mom is taking me this saturday,7

random,I should be ecstatic right now. Thanks for ruining that for me.,7

random,girls love to fuck with your conscience..,7

random,I wonder how many people know that weed is actually better for you than alcohol.,7

random,@JaceHalter that's fine! Just wanted to make sure you knew. I would start by just changing your password!,7

random,But nothings like my Mary Jane.,7

2013_West_Texas_Explosion,West mayor is also a volunteer firefighter an has been for 26 years. Says he lost good friends in the explosion.,6

random,"I'm at 40 Thieves Hookah Lounge (Waco, TX) http://t.co/IIN7Zwsrrp",7

random,Niggas play hard till shit pop off then they turn pussy,7

random,This must be what passes for a spa in central Texas. @ Health Camp http://t.co/RQuzWKehyO,7

random,No.1 Miracle on the Brazos |Top 10 Moments in Baylor Football History| Bleacher Report (via http://t.co/CsFxJMyAT6) http://t.co/ofrHeYgkAw,7

random,Where my nigga Sasha tho?,7

random,Smashin on the highway on the way back from commerce,7

random,I really have the best teammates #sosupportive,7

random,21 jump street funny as hell,7

random,Fake ass people like to talk about you and then #smile in your face,7

random,she say she love me.. that's the Molly talkin,7

2013_West_Texas_Explosion,It's times like this when I wish Jacob was home safe with me... #prayforwest,6

random,Mr. Follis always telling stories uglahh,7

random,Ham &amp; Cheese. #food #lunch #schmaltz's #schmaltzs #sandwich #waco #restaurants #texas @ Schmaltz's http://t.co/ZoL6hgochL,7

random,Ohh and the westboro baptist church is going to be protesting there as well...,7

random,These Hoes Be watching Me..  waiting on sumn so they can tell Chris,7

random,@matt_runner @curtisgrimes @bethinwaco @thunt57 @929shooterfm being healthy getting a serving of vegetables,7

random,It's hard to always be the rock. I have faith that God will guide me through this.,7

random,It isn't easy for me to let it go.,7

random,I Dont Hold Grudges I Just Want Fuck With You Anymore.!,7

random,@japreece24: Black boys love them white girls .True! Lol,7

random,@BaylorWomensLax I feel like this season has the most injuries recorded in the BU lax books,7

2013_West_Texas_Explosion,@BrianFicke Glad you are ok! Stay safe. #PrayforWest,6

random,How our soccer boys do ?,7

random,Rock me to sleep and sing me a lullaby!,7

random,I know what else your weakness,7

random,Glad im ina 10th ion wanna test,7

random,OMG these pics raven keep uploading,7

random,Where the thick girls at,7

random,Since October?  That Shit Crazy..,7

random,@JessicaRoseKern yes!! It's almost summertime stop it!,7

random,Lol just got cheered up real quick,7

random,"Talkin about theme park tragedies over dinner. You know, the norm. @alyssaafaith",7

random,@CaseyBaugh1221 @slgroppe Shes right you did West proud last night! Keep up the good work!,7

random,There are some people destined to meet each other. But not destined to be together,7

random,@YourAnonNews where can I donate blood in Waco after 5p.m.?,7

random,"24 hours to go, I wanna be sedated",7

random,"You had a lot of crooks tryna steal your heartNever really had luck, couldn't never figure outHow to love, how to love",7

random,Waco Texas Gone Be LIVE Today President Is In Town.!,7

random,IM TIRED OF LOOKING STUPID,7

random,"Good Lord, I was suuuuuuper hungry",7

random,I made it this far without alot of you niggas,7

random,When You Gone Realize You Waisting Your Time?,7

random,Kidd Kraddick is going to double my pay today!,7

random,Power napping in the dining hall. #collegelife #straightclassy @ Memorial RFoC http://t.co/uYN4EVspwP,7

random,@DaneAGross @megcottrell 94$ a person we can drink it slow make it worth our money,7

random,"Hey, what's power 108.fm's phone number",7

random,I hope she cheat on you with a basketball player,7

random,@Audrey_Raquel Lol No Mam But I Always Feel Nauseated Every Night At The Same Time Its Been Like That For Like 3 Days,7

random,What's popping East Waco we out chea university of Baylor we out chea I'm so #713YoungKing,7

random,@britbratpryor pure awesomeness right there. His parents did something right,7

random,"@EzzyGallegos @phoebe_landd this is depressing, way to break my heart",7

random,Then I turn on the lights and look in her eyes,7

random,My back and neck hurt!,7

random,@Umi_SUN37: I really wish @marckiewalter the best luck thank you girl,7

random,"It feels like Saturday. Oh wait, it basically is",7

random,"So I wear a tank yesterday and today it's 46 degrees and raining, man I really wish texas wasn't this weird. #StillNotUsedTooIt #TheStruggle",7

random,Is spaghetti good for you? I'm going to start eating healthy,7

random,These Niggas Trynna Cuff  these Hoes,7

random,@_TasteeMyPink you need to be in class,7

random,@creolemigo: Fight me you dont want that,7

random,Not in the mood to deal with people today. #somuchpain,7

2013_West_Texas_Explosion,Everybody. Please help us with donating with anything u can.. for west Texas.,6

random,So Jason back on the team?,7

2013_West_Texas_Explosion,"Man that blast was just down 35 from Waco, have a buddy who drives from West have him and his family in prayers.",6

random,Sometimes I think to myself where has the time gone,7

random,@PrettyBlakRissa what do u want? And what time is your lunch?,7

random,I love the way my lips look on you.,7

random,@Lyric_BreAnn 10 to 1 and at advance auto on valley mills,7

random,What a day.... Proud to be a Baylor Bear #big12champs @ Hurd Tennis Courts http://t.co/mGytJ3ugVJ,7

2013_West_Texas_Explosion,"TEXAS KNOWS WHAT'S GOOD #reunited #baskinrobbins  @ Waco, TX http://t.co/sg8p4cRikf",6

2013_West_Texas_Explosion,@J_Lee30 that plant was in the northeast side of town. Plant was closed down and if anything these casualties will be from hoses and,6

random,@StillKi ill check it out! I'm always open to new music!,7

random,Lawd have mercy please god don't let this Lil broad have herpes,7

random,@JaimiesHusband: @marckiewalter http://t.co/XScXhN1LWi hahaha YES!  What I've always dreamed of!  Lmao ps great pun!,7

random,@Pretty_Eyez_94: -That Prayer I Just Finished &gt;&gt;&gt;&gt;&gt; So Real Almost Brought Tears To My EyeaEyes,7

random,Aww... @DianneG: Chicago Tribune sends pizza to Boston Globe RT @GlobeJenPeter: Here's the note from the Tribune:  http://t.co/hWPnLHUTXr,7

random,So many people I need,7

2013_West_Texas_Explosion,"@GarrettIsBeard praying for you and your family, buddy!",6

random,@JaretteNicole: I wish my tournament was next weekkk go to work for me,7

random,My Friend Is Coming Down From Houston Haven't Seen My Nigga In Awhile .,7

random,"@LNYHBTkid West,TX looks like your typical conservative town in middle America http://t.co/qUUHyyLVvw",7

random,@AtlasExplorer I promise! No take backs,7

random,@Shawnee_Keyshae no you not bro you dont gotta lie to me,7

random,This basketball game is good,7

2013_West_Texas_Explosion,"I'm sitting in church, but can't help but to look at every tweet from @CuteEmergency...",6

random,@Army_Love_LDR @sweetafwife YES!!! Holy shit I'm excited lol,7

random,@Xman813: Where my friends at? Walker faulker flamer,7

random,Had to follow @DaDopeGirl_ she otf,7

random,Nigga say he lost a friend behind $40 dollaz,7

random,Like I basically stay w/ these niggas,7

random,@PrettyBlakRissa I'm a terrible role model  I blew it!,7

random,I'm just ready to talk to/hug/kiss/sex/marry my best friend already  #hurryupdeployment,7

random,Everyone tell me what's happening in my Avi.!!',7

random,@ringringringer about to make one in like 30 min too!!! My life!!!!,7

random,All the girls on Bad Girls Club Atlanta are seriously idiots.,7

random,Happy birthday fam @Ac_Jetlife42 Fwm tonight bro it's some hella flick coming your way,7

random,Softball game tonight with @danielsess #intramurals,7

random,Bacon makes the world go round.,7

random,@Squarespace are y'all going to add some shipping integration to the store feature anytime soon?,7

random,@DakotaMc_ I have all of those too &amp; I haven't read them lmao,7

random,All My life i had to fight,7

random,@GrabMyGat: My day has already been ruined and I haven't been up an hour....*your voice* smile,7

random,You a op fuck a cop,7

random,Lets go! @TerranceWill2 to the Cowboys! #sicem,7

random,@Phil_413_ @lilsonic_19 lmao!!!! Biii your dumb a dixk has nothing to do with smoking -.-,7

random,That Shit A Hot Mess !,7

random,I got a hunger or does the hunger got me,7

random,I tell the bitch it's more attractive when you hold it down!,7

random,@_SimplyRuthless: Nothing like a bowl of Frosted Flakes w/ bananas. Ewwwwwwww,7

random,"@sexIaws: Kiss her in the middle of her sentence, girls love that shit.. #yessirrr",7

random,I don't smoke but.... It Is 4/20...,7

random,@VincentHarris Czech stop is ok!,7

random,Apparently 2 Chainz graduated college with a 4.0,7

random,A daycare from waxahachie donated a lot of stuff to the daycare today! Brought in a whole U-Haul truck full of supplies!! #PrayForWest,7

random,I need to take a shower,7

random,Richard and Diego introduced it to Omar who introduced it to me and I ain't going to lie he has some pretty good music,7

2013_West_Texas_Explosion,President Obamas speech here @Baylor about the west tragedy is moving. #WestTX #Westmemorial,6

random,@WaffleTheEpic Then I have to be Rose..,7

random,"Me: Can't I just lay in bed all fat &amp; lazy all day? Boss:*cracks whip*GET TO WORK SLAVE.. Me:*whispers*your a regular bitch, be there in 20",7

2013_West_Texas_Explosion,@WinterRamos: Let's all pray for the TEXAS blast victims.  Amen! Thank you.,6

random,Getting my eye balls looked at. (@ Dr Scott Smith's Office) http://t.co/IlctqM0tyH,7

random,@shyanebiles I MISS YOU TOO!,7

random,About to defend my thesis. May the odds be ever in my favor. #hungergames,7

random,Drink tequila if you wanna fight with your bf... #GirlCode,7

random,@Pollo_6 @lonzo_02 make it baby and it's over,7

random,@TBone_west the show at the end of that movie they have a tour of them going to perform at different places,7

random,I think we might give duck dynasty a run for their money #southernswag #guncontrol http://t.co/lZICAlJO8a,7

random,@Richiejg3 I was like wtf.. Haha I was trying to figure that out how that was possible,7

random,"I'm at Home (Waco, TX) http://t.co/kMEwoJgDrq",7

2013_West_Texas_Explosion,#WestTX new conference was held at the West Auction Co. Animals moved to make room for @keyetv and other media http://t.co/hSNnnUNgb8,6

random,My auntie got on these tight ass pants right so she asked my momma  can you see my Coochie killa ?  llab bro I went to rolling,7

random,@TareanS no.. I kinda just didn't feel like it.. I,7

random,I don't think I'm that person anymore sadly.,7

random,@Girlgiveme_that something is wrong with yall,7

random,When I'm eating and people decide to blow their nose &lt;&lt;&lt;&lt; Like is you serious ???,7

random,Any time I see someone do something I'm just like...freshman,7

2013_West_Texas_Explosion,"What he said. @bynickdean: People still saying the explosion is in Waco, Texas. It is very much NOT. It is in West, Texas #westexplosion",6

random,Knowledge is power so I let my ears do the work when a wise person is speaking,7

random,These Hoes Ain Got Nothing On Me!!,7

random,You're Beautiful x James Blunt &gt;&gt;&gt;,7

random,that video Pat got on Facebook is funny AF,7

random,About how we are the  finnest baddest mexicans at waco high -.-,7

random,@Xman813 me and Braden can meet up with you if you want,7

random,I don't think their in the same weight range though?,7

random,"Niggas lying, they not drilling shit",7

random,"Wish there were more people here, but I'm not here for long. (@ Nite Court Saloon) http://t.co/9YkHbzYUCP",7

random,Lowkey why Chris can't keep his hands off Me,7

random,"This sore aching my body, I like that shiit!",7

random,#TurnOn being in real life. I hate those texting bandits,7

random,Baylor forward Cory Jefferson announced that he will return for another year. #nbadraft #baylor,7

2013_West_Texas_Explosion,Omg I just watched that video....unreal #prayers,6

random,"@AprilVonLon obviously, it means you're secretly an alien. Admit it!",7

random,The president of the United States is at my school today.,7

random,@twEAT_ItRight: @BraziliaanGOTTI I Love You Stink I Love You More BabyBoo,7

random,Soccer player marry a soccer player and well i guess,7

random,Making a cute girl smile&gt;&gt;&gt;,7

random,@Rofldrew mhmm. Yet everyday I get a diff pic of something pertaining to money and you wasting it. #bitterbrokecollegekid,7

random,I'd like to officially announce my candidacy for sophomore secretary/treasurer don't forget to vote and write in me! Jack Urquizu,7

random,"Anytime I walk into a bathroom that smells like poop, I instantly feel like I need to wash my hands twice as long. #wentthere  #reallife",7

random,There is such a thing as a stupid question. Don't let em lie to you,7

random,"@kmfaho Interesting! Didn't mean continental is way of life, just that it traditionally asks questions of being more than Anglo.",7

random,Why stress over something you can't change,7

random,I got a car but my parents don't really like me driving it. Because I don't have a license yet.. -.-,7

random,Some people don't know shit about Boxing! Roger Mayweather voice,7

2013_West_Texas_Explosion,"Church was very moving today in West, Texas #prayforwest",6

random,"Queeda being CHILDISH,  Early this Morning",7

random,@Armyy_GF @navyfiancee_ holy shiz I'm going to have too that sounds AMAZEBALLS,7

random,I MISS THIS WHY DID I QUIT OMG,7

random,I actually know the difference between your and you're so stfu saying every bitch makes that mistake.,7

random,I don't think you understand how much I hate Wednesdays.,7

random,"RT @kirstencrow: Information about help, getting in touch w/ loved ones available at 254-826-4115",7

random,@YouInYoFeelings: @BraziliaanGOTTI: @YouInYoFeelings: She Be Wearing A Thong .....chill!!! I'm Talking About That Big Girl.Lol oo okay,7

random,Everybody I fw fell asleep on me,7

random,Thank you @AmericanAir for taking care of me today. Glenn (on my Waco flight) was especially appreciated!,7

random,@Tayla_Ree: Ima Start Letting People Go not me,7

random,@teamrope  we need school supplies!!!,7

random,@sophia_maria11 I'll teach you my ways,7

random,@yObreezy11: @Q_BU30 you stop replying in the middle of a conversation  stop lying ima text you right now then cry baby,7

random,@YouInYoFeelings: Fighting Over Dick ... Is It Really Worth It? AT ALL !!,7

random,Girls forgive but never forget,7

random,@KennyCoBangz why you didn't cover me my nigga?,7

random,I can't wait till people get it in they head that im there ain't no more  US  baby,7

random,All i have to say is keep talking. Just motivates me more.,7

random,This just means I'm finna beast this workout this morning. Let me get back to sleep,7

random,@DavisJessd2014 @valerie_0225 @BrookeClan14 I plead the 5th on what is being said tonight,7

2013_West_Texas_Explosion,@ArmyWife68w your welcome we have friends &amp; family there prayers please,6

random,This weather matches my mood.,7

random,I should be asleep right now... FAHKKKKK,7

random,Llab Lauren London was like she broke or whatever,7

random,Arms still sore from working out Tuesday,7

random,I cant stand no trifling ass bitch,7

random,Just saw a homeless Vietnam Veteran on New Road. I wish I could help him. :(,7

random,It also says survivor on the back.. I literally teared up when she gave it to me,7

random,I want that Kylan and Brianna relationship,7

random,@FarhanaAnis usually takes about 20-30 mins,7

random,Lol @ the guy that walked into class 30 minutes late.. @imgoingHAM_,7

random,Smoke like my real niggas,7

random,"So this girl keeps staring at me, she wants the P cuddie lol.",7

random,@wayansjr @ducidni Red Eye has single written ALL OVER IT. I can hear @bobatl on it already. #DoIt,7

random,@ComeTakeAPuff just wanna talk To Me,7

random,I have such a headache I think I need a surgical intern to help me with this... #GreysAnatomy,7

random,"I think I'm in love with my radio, cause it never let's me down",7

2013_West_Texas_Explosion,"@bomani_jones west,tx man is backyard for real! Cray shit! Alot of friends and family affected by this!",6

random,"#healthcare #jobs Area Manager Home Healthcare - Rotech Healthcare Inc. -  Waco, TX  http://t.co/YOmw7NcKZV",7

random,@chinkkkyyy bro I'll drop you in 17 seconds..,7

random,Uh I need to get off my ass and go to the mall,7

random,@sneaKEI schedule sum'n up for tomorrow then!!,7

random,Not feeling tonight going to sleep,7

random,Staying till 12. I been begging these niggas for hours..,7

random,Jeremy come in here smiling hard as hell he think he clean boy,7

random,You told your niggas loud and proud you played me what you think they wasn't gonna tell me ? Hah . WRONG !,7

random,Ima ride for my niggas!!,7

random,@frdavidken consider it added to my prayers!,7

random,You cant be happy if you aint got no money,7

random,I have unlimited texts and I only text about 3 people ever. #smdh,7

random,These niggas need to step there game up..,7

random,@Rach_Bake who're you going to prom with?,7

random,@jcrum2550 let me know what's all going down tomorrow for Dia I may stop by campus,7

random,@Oh_SheReal: @DreWill_Kcg thanks   you know I gotcha,7

random,I needa new @ name too,7

random,"Great concept- @Danny_Tosh: If I had a dollar for every time I thought about you, I would start thinking about you.",7

random,@brittany92 it's inspirational and helps me with my life. #keepitup,7

random,Cause I need more time. Just a few more months and we'll be fine #ntb,7

random,So I guess the rest of the semester is a total waste.,7

random,The Lariat's endorsements for @BaylorSG are out! http://t.co/eeaG9idPMr,7

random,Lol she must like him now but at first I thought he was ugly #dumb hoe,7

random,@morganthomas44 that would probably be the worst thing to ever happen to me,7

random,@ComedyAndTruth: if im not skinny by summer im not going outside haha,7

random,Congrats to my girls &lt;3 @So_Bee_It  @lanc0na @laurenllouk so proud of y'all. And Tania but idk her name on here lol,7

2013_West_Texas_Explosion,Cleaning up on N Main in downtown West. #westexploison http://t.co/JMR2jvUeLI,6

random,Don't Got Shit To Do On This Friday Night !,7

random,"I wonder if oomf likes my pictures on IG to make me mad? .____. It doesn't get me mad, but it's just a thought ;p",7

random,@Ana_heart00 haha totally meant fleas not fellas!  welcome!,7

random,@GunSlinger20138 you got yours done!!! Hell yeah that's clean,7

random,Y'all I'm so bad at math. Lol these lil sheets we did out the booklet I was making 60's,7

random,When You Were Young -The Killers,7

